Place, Starters, Points, Points Total, First Name, Last Name, Category, Event, Race, Date, Notes
5,14, 1, 1,"Petra"	,"Whitacre"	,"3"	,"Rapha Portland Trophy Cup"	,"Women B"	,2015-09-29,""
4,13, 2, 3,"Petra"	,"Whitacre"	,"3"	,"Barton Park"	,"Women B"	,2015-11-08,""
4,16, 2, 5,"Petra"	,"Whitacre"	,"3"	,"Portland International Raceway"	,"Women B"	,2015-11-15,""
5,21, 3, 8,"Petra"	,"Whitacre"	,"3"	,"Portland Trophy Cup"	,"Women 3/4"	,2016-09-20,""
2,15, 4,12,"Petra"	,"Whitacre"	,"3"	,"Portland Trophy Cup"	,"Women 3/4"	,2016-09-27,""
2, 8, 2,14,"Petra"	,"Whitacre"	,"3"	,"Grand Prix Brad Ross - Heiser Farms"	,"Women 3"	,2016-10-01,""
1,13, 5,18,"Petra"	,"Whitacre"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Women 3"	,2016-10-16,""
3,12, 3,21,"Petra"	,"Whitacre"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Women 3"	,2016-11-13,"NEEDS UPGRADE"
7,24, 1,15,"Petra"	,"Whitacre"	,"3"	,"Portland Trophy Cup"	,"Women 3/4"	,2017-10-03,""
4,17, 2,11,"Petra"	,"Whitacre"	,"3"	,"Cascade Locks"	,"Women 3"	,2017-10-15,""
2,23, 4, 4,"Jeffrey"	,"Whitaker"	,"5"	,"Rapha Portland Trophy Cup"	,"Beginner Men"	,2015-09-01,""
3,27, 5, 9,"Jeffrey"	,"Whitaker"	,"5"	,"Rapha Portland Trophy Cup"	,"Beginner Men"	,2015-09-08,""
2,29, 6,15,"Jeffrey"	,"Whitaker"	,"5"	,"Rapha Portland Trophy Cup"	,"Beginner Men"	,2015-09-15,""
1,29, 7,22,"Jeffrey"	,"Whitaker"	,"5"	,"Rapha Portland Trophy Cup"	,"Beginner Men"	,2015-09-22,"NEEDS UPGRADE"
3,31, 5, 5,"Jeffrey"	,"Whitaker"	,"4"	,"Rapha Portland Trophy Cup"	,"Masters Men C 35+"	,2015-09-29,"UPGRADED TO 4 WITH 22 POINTS"
1,32, 7,12,"Jeffrey"	,"Whitaker"	,"4"	,"Rapha Portland Trophy Cup"	,"Masters Men C 35+"	,2015-10-06,""
3,109, 7,19,"Jeffrey"	,"Whitaker"	,"4"	,"Alpenrose"	,"Masters 35+ C"	,2015-10-11,""
4,109, 5,24,"Jeffrey"	,"Whitaker"	,"4"	,"Cascade Locks"	,"Masters 35+ C"	,2015-10-18,"NEEDS UPGRADE"
1,97,10,34,"Jeffrey"	,"Whitaker"	,"4"	,"Barton Park"	,"Masters 35+ C"	,2015-11-08,"NEEDS UPGRADE"
9, ?, 0, 0,"Jeffrey"	,"Whitaker"	,"3"	,"Portland International Raceway"	,"Masters 35+ B"	,2015-11-14,"UPGRADED TO 3 WITH 34 POINTS"
1,15, 5, 5,"Jesse"	,"Whitaker"	,"5"	,"David Douglas"	,"Women 5"	,2018-09-01,""
7, ?, 0, 0,"Jesse"	,"Whitaker"	,"4"	,"Blind Date at the Dairy"	,"Women 4"	,2018-09-05,"UPGRADED TO 4 WITH 5 POINTS"
4,17, 0, 0,"Jesse"	,"Whitaker"	,"4"	,"Het Meer"	,"Women 5"	,2018-09-08,"NO POINTS FOR RACING BELOW CATEGORY"
3,12, 0, 0,"Jesse"	,"Whitaker"	,"4"	,"Zaaldercross"	,"Women 5"	,2018-09-15,"NO POINTS FOR RACING BELOW CATEGORY"
2,12, 0, 0,"Jesse"	,"Whitaker"	,"4"	,"Ninkrossi"	,"Women 5"	,2018-09-22,"NO POINTS FOR RACING BELOW CATEGORY"
2,16, 0, 0,"Jesse"	,"Whitaker"	,"4"	,"Heiser Farm"	,"Women 5"	,2018-09-29,"NO POINTS FOR RACING BELOW CATEGORY"
5,16, 1, 1,"Jesse"	,"Whitaker"	,"4"	,"Blind Date at the Dairy"	,"Women 4"	,2018-10-03,""
5,29, 3, 4,"Jesse"	,"Whitaker"	,"4"	,"PIR Heron Lakes"	,"Women 4"	,2018-10-14,""
2, 9, 2, 6,"Jesse"	,"Whitaker"	,"4"	,"CrossWord CX Challenge p/b Metropolis Cycle Repair"	,"Women 4"	,2018-10-20,""
7,38, 1, 7,"Jesse"	,"Whitaker"	,"4"	,"Deschutes Brewery Day 1"	,"Women 4"	,2018-11-03,""
2,19, 4,11,"Jesse"	,"Whitaker"	,"4"	,"Barton Park"	,"Women 4"	,2018-11-18,""
2,11, 2, 2,"Bradford"	,"White"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2014-09-03,""
1,12, 3, 5,"Bradford"	,"White"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2014-09-10,""
1,11, 3, 8,"Bradford"	,"White"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2014-09-17,""
1,10, 3,11,"Bradford"	,"White"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2014-09-24,""
6, ?, 0, 0,"Bradford"	,"White"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men B"	,2014-10-01,"UPGRADED TO 3 WITH 11 POINTS"
4,82, 0, 0,"Bradford"	,"White"	,"3"	,"Alpenrose"	,"Category C"	,2014-10-11,"NO POINTS FOR RACING BELOW CATEGORY"
1,78, 0, 0,"Bradford"	,"White"	,"3"	,"Alpenrose"	,"Category C"	,2014-10-12,"NO POINTS FOR RACING BELOW CATEGORY"
6,46, 2, 2,"Bradford"	,"White"	,"3"	,"Deschutes Brewery"	,"Category B"	,2014-11-02,""
5,16, 1, 3,"Bradford"	,"White"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men B"	,2015-09-02,""
4,17, 2, 5,"Bradford"	,"White"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men B"	,2015-09-09,""
3,11, 1, 6,"Bradford"	,"White"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men B"	,2015-09-23,""
7,77, 2, 8,"Bradford"	,"White"	,"3"	,"Alpenrose"	,"Category B"	,2015-10-10,""
8,66, 1, 9,"Bradford"	,"White"	,"3"	,"Alpenrose"	,"Category B"	,2015-10-11,""
3,53, 5,14,"Bradford"	,"White"	,"3"	,"Cascade Locks"	,"Category B"	,2015-10-18,""
6,49, 2,14,"Bradford"	,"White"	,"3"	,"Portland International Raceway"	,"Category B"	,2015-11-15,""
1,15, 3,17,"Bradford"	,"White"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men 3"	,2016-08-31,""
8, ?, 0, 0,"Bradford"	,"White"	,"2"	,"MBSEF Thrilla Cyclocross Series"	,"Men 1/2"	,2016-09-07,"PREMATURELY UPGRADED TO 2 WITH 17 POINTS"
2,19, 4, 4,"Elizabeth"	,"White"	,"1/2"	,"Portland Trophy Cup"	,"Women 1/2"	,2018-09-04,""
5,11, 1, 5,"Elizabeth"	,"White"	,"1/2"	,"Het Meer"	,"Women 1/2"	,2018-09-08,""
3,16, 3, 8,"Elizabeth"	,"White"	,"1/2"	,"Portland Trophy Cup"	,"Women 1/2"	,2018-09-11,""
5,13, 1, 9,"Elizabeth"	,"White"	,"1/2"	,"Zaaldercross"	,"Women 1/2"	,2018-09-15,""
1,14, 5,14,"Elizabeth"	,"White"	,"1/2"	,"Portland Trophy Cup"	,"Women 1/2"	,2018-09-18,""
2,15, 4,18,"Elizabeth"	,"White"	,"1/2"	,"Portland Trophy Cup"	,"Women 1/2"	,2018-09-25,""
2, 9, 2,20,"Elizabeth"	,"White"	,"1/2"	,"Heiser Farm"	,"Women 1/2"	,2018-09-29,""
2,14, 4, 4,"Elizabeth"	,"White"	,"1"	,"Portland Trophy Cup"	,"Women 1/2"	,2018-10-02,"UPGRADED TO 1 WITH 20 POINTS"
3,10, 1, 5,"Elizabeth"	,"White"	,"1"	,"Cascade Locks"	,"Women 1/2"	,2018-10-28,""
2,23, 4, 4,"Jared"	,"White"	,"4"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Men C"	,2014-09-02,""
7,53, 1, 5,"Jared"	,"White"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2014-09-10,""
1,32, 7,12,"Jared"	,"White"	,"4"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Men C"	,2014-09-16,""
3,27, 5,17,"Jared"	,"White"	,"4"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Men C"	,2014-09-23,""
2,27, 6,23,"Jared"	,"White"	,"4"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Men C"	,2014-09-30,"NEEDS UPGRADE"
7, ?, 0, 0,"Jared"	,"White"	,"3"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Men B"	,2014-10-07,"UPGRADED TO 3 WITH 23 POINTS"
6,56, 2, 2,"Jared"	,"White"	,"3"	,"Deschutes Brewery"	,"Category B"	,2014-11-01,""
3,46, 5, 7,"Jared"	,"White"	,"3"	,"Deschutes Brewery"	,"Category B"	,2014-11-02,""
7,34, 1, 8,"Jared"	,"White"	,"3"	,"Barton Park"	,"Category B"	,2014-11-16,""
3,10, 1, 1,"Jim"	,"White"	,"5"	,"Keizer Rapids Cross Series"	,"Beginner Men"	,2015-08-19,""
4,18, 2, 2,"Matthew"	,"White"	,"4"	,"Twilight Cyclocross Series"	,"Men C"	,2012-09-25,""
3,16, 3, 5,"Matthew"	,"White"	,"4"	,"Psycho Cross Series"	,"Men C"	,2012-10-13,""
4,16, 2, 7,"Matthew"	,"White"	,"4"	,"Bike N Hike Santa Cross P/B Giant"	,"Men C"	,2012-12-16,""
8, ?, 0, 0,"Matthew"	,"White"	,"3"	,"Twilight Cyclocross Series"	,"Men B"	,2013-09-09,"UPGRADED TO 3 WITH 7 POINTS"
3,10, 1, 1,"Matthew"	,"White"	,"3"	,"Santa Cross"	,"Men B"	,2013-12-14,""
3,10, 1, 2,"Matthew"	,"White"	,"3"	,"Twilight Cross Series"	,"Men B"	,2014-09-09,""
3,11, 1, 3,"Matthew"	,"White"	,"3"	,"Twilight Cross Series"	,"Men B"	,2014-09-23,""
1,11, 3, 6,"Matthew"	,"White"	,"3"	,"Santa Cross"	,"Men B"	,2014-12-06,""
5,22, 1, 6,"Matthew"	,"White"	,"3"	,"Blind Date at the Dairy"	,"Men B"	,2015-09-16,""
4,18, 2, 6,"Matthew"	,"White"	,"3"	,"Cooper Spur Cyclocross"	,"Category B"	,2015-10-04,""
1,18, 5,11,"Matthew"	,"White"	,"3"	,"Corvallis Cross Classic"	,"Category B"	,2015-11-07,""
6,60, 2,13,"Matthew"	,"White"	,"3"	,"Portland International Raceway"	,"Category B"	,2015-11-14,""
18, ?, 0, 0,"Matthew"	,"White"	,"2"	,"OBRA Cyclocross Championships p/b City of Sandy"	,"Masters 35+ A"	,2015-11-21,"PREMATURELY UPGRADED TO 2 WITH 13 POINTS"
5,122, 4, 4,"Spencer"	,"White"	,"4"	,"Blind Date at the Dairy"	,"Masters Men C"	,2012-09-26,""
52, ?, 0, 0,"Spencer"	,"White"	,"3"	,"Deschutes Brewery"	,"Masters 35+ B"	,2012-10-27,"UPGRADED TO 3 WITH 4 POINTS"
1,19, 0, 0,"Spencer"	,"White"	,"3"	,"GPTB: Winter Cross"	,"Category C"	,2012-12-02,"NO POINTS FOR RACING BELOW CATEGORY"
4,18, 2, 2,"Spencer"	,"White"	,"3"	,"Sandy/Boring Corn Cross"	,"Masters 35+ B"	,2013-11-02,""
2,13, 2, 4,"Spencer"	,"White"	,"3"	,"Fazio Farms CX Part Deux"	,"Masters 35+ B"	,2013-11-16,""
4,25, 2, 6,"Spencer"	,"White"	,"3"	,"Winter Cross"	,"Masters 35+ B"	,2013-12-01,""
2,41, 6,12,"Spencer"	,"White"	,"3"	,"Deschutes Brewery"	,"Masters 35+ B"	,2013-12-08,""
1,17, 5,17,"Spencer"	,"White"	,"3"	,"Santa Cross"	,"Masters 35+ B"	,2013-12-14,""
7,35, 1,18,"Spencer"	,"White"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 35+"	,2014-09-24,""
3,14, 1,19,"Spencer"	,"White"	,"3"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Masters B 40+"	,2014-10-07,""
4,33, 4,23,"Spencer"	,"White"	,"3"	,"CrossWord CX Challenge p/b Western Bikeworks"	,"Masters Men 35+ B"	,2014-10-18,"NEEDS UPGRADE"
1,92,10,33,"Spencer"	,"White"	,"3"	,"Deschutes Brewery"	,"Masters 35+ B"	,2014-11-02,"NEEDS UPGRADE"
56, ?, 0, 0,"Spencer"	,"White"	,"2"	,"PIR Infield"	,"Masters 35+ A"	,2014-11-09,"UPGRADED TO 2 WITH 33 POINTS"
1,11, 5, 5,"Stephanie"	,"White"	,"3"	,"DDCX 1"	,"Women B"	,2014-08-30,""
19, ?, 0, 0,"Stephanie"	,"White"	,"2"	,"Alpenrose"	,"Women A"	,2014-10-11,"PREMATURELY UPGRADED TO 2 WITH 5 POINTS"
6,22, 2, 2,"Stephanie"	,"White"	,"2"	,"Battle at Barlow"	,"Women A"	,2015-09-27,""
5,39, 3, 3,"Travis"	,"White"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2014-10-01,""
7,57, 2, 2,"Aidan"	,"Whitelaw"	,"3/4/5"	,"River City Bicycles Cyclocross Crusade"	,"Junior Men 3/4/5"	,2016-10-08,""
7,76, 2, 4,"Aidan"	,"Whitelaw"	,"3/4/5"	,"River City Bicycles Cyclocross Crusade"	,"Junior Men 3/4/5"	,2016-10-30,""
7,54, 1, 1,"Jason"	,"Whitley"	,"4"	,"GPCM: DDCX"	,"Masters 35+ 4"	,2017-09-02,""
3,12, 1, 2,"Jason"	,"Whitley"	,"4"	,"GPCM: Zaaldercross"	,"Men 4"	,2017-09-16,""
6,38, 2, 4,"Jason"	,"Whitley"	,"4"	,"PIR: Heron Lakes"	,"Men 4"	,2017-10-22,""
1,14, 3, 7,"Jason"	,"Whitley"	,"4"	,"Corvallis Cross Classic"	,"Category 4 Men"	,2017-11-04,""
2,25, 4,11,"Jason"	,"Whitley"	,"4"	,"Wooden Shoe"	,"Men 4"	,2017-11-05,""
14, ?, 0, 0,"Jason"	,"Whitley"	,"3"	,"Het Meer"	,"Masters 35+ Category 3"	,2018-09-08,"UPGRADED TO 3 WITH 11 POINTS"
5,61, 4, 4,"jeremy"	,"whitman"	,"3"	,"Deschutes Brewery"	,"Category B"	,2012-10-28,""
7,43, 1, 1,"Jason"	,"Whittington"	,"5"	,"Deschutes Brewery"	,"Beginner Men"	,2015-10-31,""
5,45, 3, 4,"Jason"	,"Whittington"	,"5"	,"Deschutes Brewery"	,"Beginner Men"	,2015-11-01,""
6,68, 3, 7,"Jason"	,"Whittington"	,"5"	,"Portland International Raceway"	,"Beginner Men"	,2015-11-14,""
5,54, 3,10,"Jason"	,"Whittington"	,"5"	,"Kruger's Crossing CX"	,"Beginner Men"	,2015-11-22,""
25, ?, 0, 0,"Jason"	,"Whittington"	,"4"	,"Blind Date at the Dairy"	,"Men 3/4"	,2016-09-07,"UPGRADED TO 4 WITH 10 POINTS"
3,13, 1, 1,"Jason"	,"Whittington"	,"4"	,"Corn Cross 1"	,"Men 4"	,2017-09-10,""
5,43, 3, 4,"Jason"	,"Whittington"	,"4"	,"Alpenrose Dairy #1"	,"Men 4"	,2017-10-07,""
7,38, 1, 5,"Jason"	,"Whittington"	,"4"	,"Alpenrose Dairy #2"	,"Men 4"	,2017-10-08,""
7,38, 1, 6,"Jason"	,"Whittington"	,"4"	,"PIR: Heron Lakes"	,"Men 4"	,2017-10-22,""
4,34, 4,10,"Jason"	,"Whittington"	,"4"	,"Bend"	,"Men 4"	,2017-10-28,""
3,29, 5,15,"Jason"	,"Whittington"	,"4"	,"Bend"	,"Men 4"	,2017-10-29,""
4,25, 2,17,"Jason"	,"Whittington"	,"4"	,"Wooden Shoe"	,"Men 4"	,2017-11-05,""
31, ?, 0, 0,"Jason"	,"Whittington"	,"3"	,"David Douglas"	,"Men 2/3"	,2018-09-01,"UPGRADED TO 3 WITH 17 POINTS"
1,10, 3, 3,"Chad"	,"Wickander"	,"3/4/5"	,"S.O. Outlaw Cyclocross"	,"Masters 35+ 3/4/5"	,2017-11-18,""
4,24, 4, 4,"Benjamin"	,"Wicker"	,"5"	,"GPCM: Luscher Farm Crosstoberfest "	,"Junior Men 3/4/5"	,2017-10-28,""
2,34, 6, 6,"Barry"	,"Wicks"	,"1/2"	,"GPTB: Het Meer CX Race"	,"Category A"	,2012-09-09,""
2,84, 8,14,"Barry"	,"Wicks"	,"1/2"	,"Alpenrose"	,"Category A"	,2012-10-07,""
5,58, 3, 3,"Barry"	,"Wicks"	,"1/2"	,"Deschutes Brewery"	,"Category A"	,2013-10-26,""
6,49, 2, 5,"Barry"	,"Wicks"	,"1/2"	,"Deschutes Brewery"	,"Category A"	,2013-10-27,""
2,19, 4, 9,"Barry"	,"Wicks"	,"1/2"	,"MBSEF Thrilla Cyclocross Series"	,"Men A"	,2014-09-17,""
3,56, 5,14,"Barry"	,"Wicks"	,"1/2"	,"Deschutes Brewery"	,"Category A"	,2014-11-02,""
7,101, 2, 2,"Mark"	,"Widlund"	,"3"	,"PIR (Pro Paddock)"	,"Masters 35+ B"	,2012-11-18,""
7,33, 1, 3,"Mark"	,"Widlund"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 35+"	,2013-09-18,""
6,35, 2, 5,"Mark"	,"Widlund"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 35+"	,2013-09-25,""
4,41, 4, 9,"Mark"	,"Widlund"	,"3"	,"Ninkrossi"	,"Masters 35+ B"	,2013-09-28,""
4,56, 4,13,"Mark"	,"Widlund"	,"3"	,"Battle At Barlow"	,"Masters 35+ B"	,2013-09-29,""
7,125, 2,15,"Mark"	,"Widlund"	,"3"	,"Alpenrose Dairy"	,"Masters 35+ B"	,2013-10-06,""
7,96, 2,17,"Mark"	,"Widlund"	,"3"	,"Rainier"	,"Masters 35+ B"	,2013-10-13,""
5,117, 4,21,"Mark"	,"Widlund"	,"3"	,"PIR Heron Lakes"	,"Masters 35+ B"	,2013-10-20,"NEEDS UPGRADE"
4,110, 5,26,"Mark"	,"Widlund"	,"3"	,"Deschutes Brewery"	,"Masters 35+ B"	,2013-10-26,"NEEDS UPGRADE"
72, ?, 0, 0,"Mark"	,"Widlund"	,"2"	,"PIR Infield"	,"Masters 35+ A"	,2013-11-10,"UPGRADED TO 2 WITH 26 POINTS"
5,72, 4, 4,"Mark"	,"Widlund"	,"3"	,"Barton Park"	,"Masters 35+ B"	,2014-11-16,"DOWNGRADED TO 3"
2,26, 6,10,"Mark"	,"Widlund"	,"3"	,"Rapha Portland Trophy Cup"	,"Masters B 35+"	,2015-09-15,""
7,43, 1,11,"Mark"	,"Widlund"	,"3"	,"GPRM 2015: Ninkrossi"	,"Masters 35+ B"	,2015-09-26,""
2,40, 6,17,"Mark"	,"Widlund"	,"3"	,"Battle at Barlow"	,"Masters 35+ B"	,2015-09-27,""
3,25, 3,20,"Mark"	,"Widlund"	,"3"	,"Rapha Portland Trophy Cup"	,"Masters B 35+"	,2015-09-29,"NEEDS UPGRADE"
5,43, 3,23,"Mark"	,"Widlund"	,"3"	,"GPRM 2015: Heiser Farm"	,"Masters 35+ B"	,2015-10-03,"NEEDS UPGRADE"
47, ?, 0, 0,"Mark"	,"Widlund"	,"2"	,"Barton Park"	,"Masters 35+ A"	,2015-11-08,"UPGRADED TO 2 WITH 23 POINTS"
18, ?, 0, 0,"Mark"	,"Widlund"	,"3"	,"Blind Date at the Dairy"	,"Men 3/4"	,2018-09-05,"DOWNGRADED TO 3"
6,40, 2, 2,"Brian"	,"Wielenga"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2012-10-24,""
7,28, 1, 3,"Brian"	,"Wielenga"	,"4"	,"GPTB: David Douglas CX #2"	,"Category C"	,2012-10-27,""
3,15, 1, 4,"Brian"	,"Wielenga"	,"4"	,"Psycho Cross Series"	,"Men C"	,2012-11-25,""
5,19, 1, 5,"Brian"	,"Wielenga"	,"4"	,"GPTB: Winter Cross"	,"Category C"	,2012-12-02,""
7, ?, 0, 0,"Brian"	,"Wielenga"	,"3"	,"Kruger's Kermesse Farm Dirt Crit"	,"Men B"	,2013-05-19,"UPGRADED TO 3 WITH 5 POINTS"
7,32, 1, 1,"Zach"	,"Wiens"	,"5"	,"Deschutes Brewery"	,"Beginner Men"	,2013-10-26,""
3,86, 7, 8,"Zach"	,"Wiens"	,"5"	,"PIR Infield"	,"Beginner Men"	,2013-11-10,""
8, ?, 0, 0,"Zach"	,"Wiens"	,"4"	,"Kruger's Kermesse CX Farm Crit & Bike Relay"	,"Men C"	,2014-05-18,"UPGRADED TO 4 WITH 8 POINTS"
3,14, 1, 1,"Zach"	,"Wiens"	,"4"	,"Hood River Double Cross"	,"Category C"	,2014-09-14,""
7,39, 1, 2,"Zach"	,"Wiens"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2014-10-01,""
6,88, 3, 5,"Zach"	,"Wiens"	,"4"	,"PIR Infield"	,"Category C"	,2014-11-09,""
5,37, 3, 8,"Zach"	,"Wiens"	,"4"	,"Kruger's Crossing CX"	,"Category C"	,2014-11-23,""
5,18, 1, 9,"Zach"	,"Wiens"	,"4"	,"Keizer Rapids Cross Series"	,"Category C Men"	,2015-08-19,""
1,39, 7,16,"Zach"	,"Wiens"	,"4"	,"GPRM 2015: Het Meer CX"	,"Category C"	,2015-09-12,""
2,60, 6,22,"Zach"	,"Wiens"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2015-09-16,"NEEDS UPGRADE"
23, ?, 0, 0,"Zach"	,"Wiens"	,"3"	,"GPRM 2015: Zaaldercross"	,"Category B"	,2015-09-19,"UPGRADED TO 3 WITH 22 POINTS"
5,73, 4, 4,"Chris"	,"Wierman"	,"4"	,"Deschutes Brewery"	,"Masters 35+ C"	,2015-11-01,""
8,97, 1, 5,"Chris"	,"Wierman"	,"4"	,"Barton Park"	,"Masters 35+ C"	,2015-11-08,""
27, ?, 0, 0,"Chris"	,"Wierman"	,"3"	,"OBRA Championships: Kruger's Crossing Cyclocross Classic"	,"Masters 35+ Category 3"	,2017-11-19,"UPGRADED TO 3 WITH 0 POINTS"
1,43, 7, 7,"Chris"	,"Wierman"	,"3"	,"David Douglas"	,"Masters 35+ Category 3"	,2018-09-01,""
2,57, 6,13,"Chris"	,"Wierman"	,"3"	,"Blind Date at the Dairy"	,"Masters Men 3/4 40+"	,2018-09-05,""
3,39, 5,18,"Chris"	,"Wierman"	,"3"	,"Het Meer"	,"Masters 35+ Category 3"	,2018-09-08,""
2,16, 4,22,"Chris"	,"Wierman"	,"3"	,"Corn Cross"	,"Masters 35+ Category 3"	,2018-09-09,"NEEDS UPGRADE"
1,62,10,32,"Chris"	,"Wierman"	,"3"	,"Blind Date at the Dairy"	,"Masters Men 3/4 40+"	,2018-09-12,"NEEDS UPGRADE"
1,45, 7,39,"Chris"	,"Wierman"	,"3"	,"Zaaldercross"	,"Masters 35+ Category 3"	,2018-09-15,"NEEDS UPGRADE"
1,69,10,49,"Chris"	,"Wierman"	,"3"	,"Blind Date at the Dairy"	,"Masters Men 3/4 40+"	,2018-09-19,"NEEDS UPGRADE"
1,59, 7,56,"Chris"	,"Wierman"	,"3"	,"Blind Date at the Dairy"	,"Masters Men 3/4 40+"	,2018-09-26,"NEEDS UPGRADE"
2,34, 6,62,"Chris"	,"Wierman"	,"3"	,"Heiser Farm"	,"Masters 35+ Category 3"	,2018-09-29,"NEEDS UPGRADE"
5, ?, 0, 0,"Chris"	,"Wierman"	,"2"	,"Blind Date at the Dairy"	,"Masters Men 2/3 40+"	,2018-10-03,"UPGRADED TO 2 WITH 62 POINTS"
2,32, 6, 6,"Hayden"	,"Wierman"	,"3/4/5"	,"GPCM: DDCX"	,"Junior Men 3/4/5"	,2017-09-02,""
2,34, 6,12,"Hayden"	,"Wierman"	,"3/4/5"	,"GPCM: Het Meer CX"	,"Junior Men 3/4/5"	,2017-09-09,""
5,59, 4,16,"Hayden"	,"Wierman"	,"3/4/5"	,"GPCM: Zaaldercross"	,"Junior Men 3/4/5"	,2017-09-16,""
3,34, 5,21,"Hayden"	,"Wierman"	,"3/4/5"	,"GPCM: NINKROSSI"	,"Junior Men 3/4/5"	,2017-09-23,"NEEDS UPGRADE"
1,25, 7, 7,"Hayden"	,"Wierman"	,"4"	,"Battle at Barlow"	,"Junior Men 3/4/5"	,2017-09-24,"UPGRADED TO 4 WITH 21 POINTS"
2,57, 8,15,"Hayden"	,"Wierman"	,"4"	,"GPCM: Heiser Farm CX"	,"Junior Men 3/4/5"	,2017-09-30,""
4,56, 5,20,"Hayden"	,"Wierman"	,"4"	,"Alpenrose Dairy #1"	,"Junior Men 3/4/5"	,2017-10-07,"NEEDS UPGRADE"
3,70, 7, 7,"Hayden"	,"Wierman"	,"3"	,"Alpenrose Dairy #2"	,"Junior Men 3/4/5"	,2017-10-08,"UPGRADED TO 3 WITH 20 POINTS"
6,52, 3,10,"Hayden"	,"Wierman"	,"3"	,"Cascade Locks"	,"Junior Men 3/4/5"	,2017-10-15,""
1,46, 7,17,"Hayden"	,"Wierman"	,"3"	,"PIR: Heron Lakes"	,"Junior Men 3/4/5"	,2017-10-22,""
2,69, 8,25,"Hayden"	,"Wierman"	,"3"	,"Bend"	,"Junior Men 3/4/5"	,2017-10-28,"NEEDS UPGRADE"
1,73,10,35,"Hayden"	,"Wierman"	,"3"	,"Bend"	,"Junior Men 3/4/5"	,2017-10-29,"NEEDS UPGRADE"
2,54, 8,43,"Hayden"	,"Wierman"	,"3"	,"Wooden Shoe"	,"Junior Men 3/4/5"	,2017-11-05,"NEEDS UPGRADE"
2,64, 8,51,"Hayden"	,"Wierman"	,"3"	,"Barton Park"	,"Junior Men 3/4/5"	,2017-11-12,"NEEDS UPGRADE"
5,51, 4,55,"Hayden"	,"Wierman"	,"3"	,"OBRA Championships: Kruger's Crossing Cyclocross Classic"	,"Junior Men 3/4/5"	,2017-11-19,"NEEDS UPGRADE"
1,13, 3,58,"Hayden"	,"Wierman"	,"3"	,"Keizer Rapids"	,"Category 3 Men"	,2018-08-29,"NEEDS UPGRADE"
1,35, 7, 7,"Hayden"	,"Wierman"	,"2"	,"David Douglas"	,"Men 2/3"	,2018-09-01,"UPGRADED TO 2 WITH 58 POINTS"
1,13, 3,10,"Hayden"	,"Wierman"	,"2"	,"Blind Date at the Dairy"	,"Men 2/3"	,2018-09-05,""
2,43, 6,16,"Hayden"	,"Wierman"	,"2"	,"Het Meer"	,"Men 2/3"	,2018-09-08,""
5,22, 1,17,"Hayden"	,"Wierman"	,"2"	,"Corn Cross"	,"Men 2/3"	,2018-09-09,""
3,13, 1,18,"Hayden"	,"Wierman"	,"2"	,"Blind Date at the Dairy"	,"Men 2/3"	,2018-09-12,""
3,15, 1,19,"Hayden"	,"Wierman"	,"2"	,"Blind Date at the Dairy"	,"Men 2/3"	,2018-09-19,""
1,37, 7,26,"Hayden"	,"Wierman"	,"2"	,"Heiser Farm"	,"Men 2/3"	,2018-09-29,""
1,12, 3,29,"Hayden"	,"Wierman"	,"2"	,"Blind Date at the Dairy"	,"Men 2/3"	,2018-10-03,""
4,56, 4,33,"Hayden"	,"Wierman"	,"2"	,"Barton Park"	,"Men 2/3"	,2018-11-18,""
4,25, 2, 2,"Dylan"	,"Wiggins"	,"5"	,"Portland Trophy Cup"	,"Men 5"	,2016-09-20,""
5,33, 3, 5,"Dylan"	,"Wiggins"	,"5"	,"Portland Trophy Cup"	,"Men 5"	,2016-09-27,""
2,28, 6,11,"Dylan"	,"Wiggins"	,"5"	,"Portland Trophy Cup"	,"Men 5"	,2016-10-04,""
